Dem75mInteger_100_no,MinTemp_Jul_100_no,MaxTemp_Jan_100_no,log_vertical_distance_major_streams_sept2012_100_no,wetness_index_saga_sept2012_100_no,Evaporation_Jul_100_no.grd,Evaporation_Jan_100_no.grd,RainDays_Jul_100_no.gri,Rainfall_Jul_100_no.grd,RainDays_Jan_100_no.gri,Rainfall_Jan_100_no.grd,visible_sky_sept2012_100_no
-0.197271872,0.30684739,-1.107394647,0.226734471,-0.404836651,-0.444599459,-1.734759724,1.132197458,0.702426583,1.657375976,1.120893088,-0.159117585
2.647154529,-1.038127646,-2.609220867,2.082720006,-2.669573651,-2.04934083,-2.145631909,2.18434496,4.035695064,2.024779856,2.21965216,-1.267698231
0.328231112,0.110506823,-1.140695526,0.895176851,-0.924537791,-1.078056007,-1.560865032,1.496778403,2.467049012,1.423674825,1.50912678,-2.393663552
0.17553534,0.133516258,-0.710829388,0.906533857,0.34475801,-1.029499333,-1.059208701,1.092982983,0.705446004,0.692541386,0.160307231,-0.881885261
0.917409386,-0.737412462,-0.922994121,1.337508305,-2.201809311,-1.459968912,-1.543505689,1.411349798,2.38547642,0.780248704,0.821597654,-0.429626109
0.820886862,-0.422195354,-1.617479051,1.133626763,-2.930953134,-1.144218563,-1.956821536,1.318956294,1.069180407,1.868155245,1.637079169,-0.890924862
1.773562116,-0.971877312,-2.216265089,1.70552762,-0.903082305,-1.628500886,-2.165333255,1.64793624,2.353798543,2.224237067,1.681841297,-1.318401084
1.011503716,-0.613688918,-0.859859752,1.405426553,-2.347185479,-1.423811389,-1.409338853,1.364630519,1.973118999,0.692537036,0.645888387,0.077881609
0.642932886,-0.450986306,-1.181099054,-1.0801009,-1.36800342,-1.035975014,-1.82859074,1.224833661,1.372693723,1.569463692,1.304314811,-1.870783315
2.399998902,-0.875143325,-2.525534511,2.049386169,-1.983261908,-1.973969368,-2.10759446,2.176517849,3.741342748,2.046686099,2.151474096,0.093362435
0.430462295,-0.2792345,-1.183125719,0.917279712,-1.867764911,-1.071123892,-1.701585416,1.485773453,2.816572579,1.439837864,1.303427724,-3.995076703
-0.151392534,0.218152599,-1.190094546,0.711254717,-2.200683513,-0.522710628,-1.776839069,1.267318655,0.904975602,1.646189848,1.149335874,0.365495929
0.828871027,0.616651127,-1.855166151,1.666700935,-2.528880805,-1.170926399,-1.695572146,1.7410439,1.84575534,1.738751504,1.883420543,-0.955220539
0.404499877,-0.269912257,-0.991902466,0.6108583,0.991762535,-1.18560697,-1.573569627,1.454424639,3.016572809,1.218810667,1.154658566,-1.706543693
1.859675058,-0.949199816,-2.049418504,1.766424735,-1.139299279,-1.810693857,-1.975334719,1.993401448,4.116026804,1.657365381,1.919581738,-1.420672264
2.338980373,-1.308195031,-2.248047368,1.861275183,-1.084487493,-2.010744646,-2.051462275,2.000453159,4.586861208,1.595937312,1.927060675,-1.210176584
1.580992713,-0.413624579,-1.769850255,1.78892308,-1.134730761,-1.681244225,-1.636831216,1.806389794,2.165204833,1.483468953,1.323539039,0.43669227
0.519148714,-0.382859392,-0.9330143,1.049420477,-0.45474074,-1.295746533,-1.509932087,1.457644456,2.659358364,1.043665435,0.980419024,-2.846898663
1.335113184,-0.410579329,-1.781825301,1.653791131,-2.72329877,-1.528105338,-1.843233783,1.913594117,2.93077887,1.821377379,1.836714095,-2.927806224
3.303143275,-1.643813195,-2.911281471,2.140642269,-2.2039997,-2.32640881,-2.250912449,2.176341209,4.663438868,2.006918263,2.383201628,0.516273866
2.132993909,-1.25319841,-1.846764429,1.855394838,-2.007221245,-1.91367954,-1.872819958,1.84233287,4.482197661,0.996735691,1.525849223,-0.503190017
2.142663188,-1.16085628,-2.145327071,1.817142677,-1.748923259,-1.909008774,-2.028400372,1.98896021,4.401409209,1.618944116,1.914815313,-1.129800866
0.25357528,0.359788785,-1.05319413,1.069873015,0.525366789,-1.023466104,-1.274945098,1.291008783,0.655795425,1.059199215,0.586921745,-0.2642359
1.494516098,-0.44462905,-1.702566519,1.745760299,-1.882193488,-1.675753596,-1.614857987,1.788391484,2.215564534,1.438086212,1.30145659,0.296258793
0.622543098,-0.156630773,-1.199775788,1.116523808,0.487052788,-1.277349088,-1.573873617,1.601348414,2.837793792,1.411735499,1.508289704,-1.931331156
0.884843468,-0.501247716,-1.15276784,1.469196837,-2.152851249,-1.464914475,-1.485622001,1.561844565,2.386153451,1.037785419,1.011323132,-1.239515667
0.361208823,0.254901986,-1.146471659,1.168614916,-2.365581501,-1.11773864,-1.324985957,1.369471851,0.892662585,1.130956184,0.709400915,-1.721375731
1.339276462,-0.377591759,-1.559954015,1.68401571,-1.946633394,-1.595729729,-1.536706582,1.695793759,1.974251751,1.350070826,1.105376813,0.522882883
0.410629584,0.196266377,-1.214476379,1.213725241,-1.883939233,-1.045351359,-1.581021889,1.512172128,2.096748198,1.478202908,1.58790182,-1.052278067
1.689167602,-0.48365426,-1.838416113,1.82259503,-1.953787859,-1.732282218,-1.666702993,1.838345251,2.207087284,1.517501133,1.346889225,0.384177351
